Title,"Identifier - fales_io_print000001, bobst_io_print000002 or similar (don't duplicate numbers)",Handle,TypeOfResource,Creator,Contributor,Subject,Tags,Genre,Date,Date Type,Publisher,Publisher Location,Language,Geographic Location,Description
"Legionari della ""21 Aprile""",fales_io_card000425,http://hdl.handle.net/2333.1/8pk0p5g8,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (263rd Legion),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Photograph of the 263rd legion (Aspromonte)
Genio telegrafisti al lavoro nell'Etiopia Italiana,fales_io_card000426,http://hdl.handle.net/2333.1/4xgxd4zt,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Italo-Ethiopian War,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Ethiopia,Photograph of an Italian military telegrapher at work in Ethiopia.
Il XX Battaglione Bersaglieri nella zona di Macallo,fales_io_card000427,http://hdl.handle.net/2333.1/15dv44dg,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military (20th Battalion)|Mekeke, Ethiopia",Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Mekele, Ethiopia","Photograph of sharpshooters form the 20th battalion in Mekele, Ethiopia."
Cavalieri libici in perlustrazione,fales_io_card000428,http://hdl.handle.net/2333.1/wdbrv42d,still image,,,"Italo-Ethiopian War, 1935-1936",Libya,Postcards,,,V.E. Boeri,"Rome, Italy",ita,Libya,Photograph of Libyan calvary on patrol.
Irrompe e cozza e freme avanti avanti la baionetta fra le cannonate,fales_io_card000429,http://hdl.handle.net/2333.1/rn8pk3k9,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,Gartoline Bideri,"Naples, Italy",ita,,Italian soldiers charging into battle.
Episodi della guerra Italo-Turca 1912,fales_io_card000430,http://hdl.handle.net/2333.1/mw6m933d,still image,,,"Turco-Italian War, 1911-1912 ","Italian military|Turco-Italian War, 1911-1912 ",Postcards,,,J. Neumann,"Milan, Italy",ita,,Battle scene during the Turco-Italian War.
Semper Immota Fides,fales_io_card000431,http://hdl.handle.net/2333.1/h70rz07j,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (84th Infantry Regiment),Postcards,,,,,ita,,Grave on a a battlefield in honor of the regiment.
Untitled,fales_io_card000432,http://hdl.handle.net/2333.1/cfxpnzr6,still image,,,"Italy--Colonies--Africa

",Italian colonialism|gender stereotypes|African women|sex,Postcards,,,,,ita,,Topless African woman with a basket on her head.
Untitled,fales_io_card000433,http://hdl.handle.net/2333.1/7pvmcz72,still image,,,"Italy--Colonies--Africa

",African women,Postcards,,,,,ita,,Non-stereotyped portrait of an African woman.
Untitled,fales_io_card000434,http://hdl.handle.net/2333.1/3xsj3xpg,still image,,,"Italy--Colonies--Africa

",African women|gender stereotypes|sex,Postcards,,,,,ita,,Portait of a topless African woman.
Episodi della guerra Italo-Turco 1912,fales_io_card000435,http://hdl.handle.net/2333.1/05qftx57,still image,,,"Turco-Italian War, 1911-1912 ",Italian military|Turco-Italian War ,Postcards,,,,,ita,,Battle scene in the Italian-Turkish War.
Donna,fales_io_card000436,http://hdl.handle.net/2333.1/vdncjwvb,still image,,,Italy--Colonies--Africa,African women,Postcards,,,,,ita,,Portrait of an African woman.
Lrete,fales_io_card000437,http://hdl.handle.net/2333.1/qnk98wdp,still image,,,Italy--Colonies--Africa,African men,Postcards,,,,,ita,,Portrait of an African man.
Bengasi Gloria dell' esercito italiano,fales_io_card000438,http://hdl.handle.net/2333.1/m0cfxsjt,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Bengazi, Libya",Postcards,,,,,ita,,Italian soldier standing on the shore.
Untitled,fales_io_card000439,http://hdl.handle.net/2333.1/g79cns2x,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|family|Religion,Postcards,,,,,ita,,"Italian soldier, his wife, and mother pray to a statue of the Virgin Mary."
Circolo militare ddi Palermo,fales_io_card000440,http://hdl.handle.net/2333.1/bg79crjk,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Palermo,Postcards,,,,,Ita,,"Honors the military of Palermo. Includes address, postmark, and postage stamp on back."
"84 Reggimento Fanteria ""Venezia""",fales_io_card000441,http://hdl.handle.net/2333.1/6q573r06,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (84th Infantry Regiment),Postcards,,,G. Remella,"Florence, Italy",ita,,Honors the 84th Infantry Regiment (Venice).
Tripolitania e Cirenaica 1911,fales_io_card000442,http://hdl.handle.net/2333.1/2z34tqgq,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Libya|Turco-Italian War, 1911-1912 ",Postcards,,,Simondetti,"Turin, Italy",ita,,Soldier at a fort watching a ship sail.
Untitled,fales_io_card000443,http://hdl.handle.net/2333.1/z612jq52,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,,,ita,,Boat of policemen landing on shore.
Sidi Said 27-28 Giugno 1912,fales_io_card000444,http://hdl.handle.net/2333.1/tht76m97,still image,,,"Turco-Italian War, 1911-1912 ","Italian military (60th Infantry Regiment|Sidi Said, Libya|Turco-Italian War ",Postcards,,,,,ita,,"60th Infantry Regiment going into battle at Sidi Said, Libya during the Turco-Italian War, 1911-1912 ."
57 Reeg. Fanteria,fales_io_card000445,http://hdl.handle.net/2333.1/prr4xkt0,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (57th Infantry Regiment),Postcards,,,Doyen,"Turin, Italy",ita,,Honors the 57th Infantry Regiment.
Auguri,fales_io_card000446,http://hdl.handle.net/2333.1/k0p2nkb4,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Castrodardo, Teresa|poetry",Postcards,,,,,ita,,"A ship and poetry by Teresa Castrodardo. Includes postmark, postage stamp, address, and writing on back."
93 Reggimento di Infanteria,fales_io_card000447,http://hdl.handle.net/2333.1/f7m0cjts,still image,,,"Turco-Italian War, 1911-1912","Italian military (93rd Infantry Regiment)|Turco-Italian War|Tripoli, Libya",Postcards,,,,,,"Tripoli, Libya","Honors the 93rd Infantry Regiment for its service in the Turco-Italian War, 1911-1912 ."
Le operazioni delle truppe Italiane in Africa Oreintale,fales_io_card000448,http://hdl.handle.net/2333.1/9ghx3j89,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Italo-Ethiopian War|Somalia,Postcards,,,Ballerini & Fratini,"Florence, Italy",ita,Somalia,Photograph showing barges being transported in Somalia.
Il Generale san Marzano entra a Massaua,fales_io_card000449,http://hdl.handle.net/2333.1/5qftthrt,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Marzano, San|Massawa, Ethiopia",Postcards,,,,,ita,"Massawa, Ethiopia","Italian General San Marzano entering Massawa, Ethiopia."
Seconda spedizione Italiana,fales_io_card000450,http://hdl.handle.net/2333.1/1zcrjh95,still image,,,"Italo-Ethiopian War, 1895-1896 ","Italian military|First Italo-Ethiopian War|Naples, Italy",Postcards,,,,,ita,"Naples, Italy",Second Italian Expedition boarding a ship for Ethiopia in 1887.
Ras Alula davanti a Saati (24 gennaia 1887),fales_io_card000451,http://hdl.handle.net/2333.1/x95x6dkd,still image,,,"Italo-Ethiopian War, 1895-1896 ","Ethiopian military|Ras Alula|First Italo-Ethiopian War|Sahati, Ethiopia",Postcards,,,,,ita,"Sahati, Ethiopia","Ethiopian General Ras Alula at the Battle of Sahati, Ethiopia."
Picolo posto sulla stradn di Saati (gennaio 1888),fales_io_card000452,http://hdl.handle.net/2333.1/sj3txd4m,still image,,,"Italo-Ethiopian War, 1895-1896 ","Italian military|First Italo-Ethiopian War|Sahati, Ethiopia",Postcards,,,,,ita,"Sahati, Ethiopia","Italian soldiers resting on the way to the Battle of Sahati, Ethiopia."
La presa di Cassala (luglio 1984),fales_io_card000453,http://hdl.handle.net/2333.1/ns1rncnh,still image,,,"Italo-Ethiopian War, 1895-1896 ","Battle of Kassala|Kassala, Sudan|Italian military|First Italo-Ethiopian War",Postcards,,,,,ita,"Kassala, Sudan","Italian calvary fighting at the Battle of Kassala, Sudan in 1894."
Cassala Porta occidentale (luglio 1894),fales_io_card000454,http://hdl.handle.net/2333.1/j0zpcc33,still image,,,"Italo-Ethiopian War, 1895-1896 ","Battle of Kassala|Kassala, Sudan|Italian military|First Ltalo-Ethiopian War",Postcards,,,,,ita,"Kassala, Sudan","African encampment at Kassala, Sudan."
Natale agli avamposti (25 dicembre 1887),fales_io_card000455,http://hdl.handle.net/2333.1/d7wm3bjh,still image,,,"Italo-Ethiopian War, 1895-1896 ",Italian military|Religion|First Italo-Ethiopian War,Postcards,,,,,ita,,Italian soldiers celebrating Christmas in the field.
Macalle - La bandiera italiana sulla reggio di Ras Mongascia Gli abissini contrattaccano inutilmente,fales_io_card000456,http://hdl.handle.net/2333.1/8gthtb17,still image,,,"Italo-Ethiopian War, 1895-1896 ","Ras Mangascia|Mekele, Ethiopia|Tigray|First Italo-Ethiopian War",Postcards,,,,,ita,"Mekele, Ethiopia","Africans depicted watching the raising of the Italian flag over Mekele, Ethiopia."
Lak Badana,fales_io_card000457,http://hdl.handle.net/2333.1/4qrfj9j4,still image,"Nprozenko, P.",,"Italo-Ethiopian War, 1935-1936","Lag Badana, Somalia",Postcards,,,Fotocelere,"Turin, Italy",Ita,"Lag Badana, Somalia","Photograph of a river in Lag Badana, Somalia."
Oddur - il Castello,fales_io_card000458,http://hdl.handle.net/2333.1/12jm66qn,still image,"Nprozenko, P.",,"Italo-Ethiopian War, 1935-1936","Oddur, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Oddur, Somalia","A photograph of a castle in Oddur, Somalia."
Bivacco di nomandi Ogaden,fales_io_card000459,http://hdl.handle.net/2333.1/w9ghx6dt,still image,"Nprozenko, P.",,"Italo-Ethiopian War, 1935-1936","Ogade, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Ogaden, Somalia",Photograph of Africans eating in the forest.
"Gobun, il traghetto",fales_io_card000460,http://hdl.handle.net/2333.1/rjdfn5wg,still image,"Nprozenko, P.",,"Italo-Ethiopian War, 1935-1936","Gobun, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Gobun, Somalia","Photograph of a ferry in Gobun, Somalia. Includes postmark, postage stamp, address, and writing on back."
Un angelo di giardini nel cuore delia foresta,fales_io_card000461,http://hdl.handle.net/2333.1/msbcc5cb,still image,"Nprozenko, P.",,"Italo-Ethiopian War, 1935-1936",Somalia,Postcards,,,Fotocelere,"Turin, Italy",ita,Somalia,Photograph of a garden in Somalia.
"Massaua, Cucine per la truppa",fales_io_card000462,http://hdl.handle.net/2333.1/h18934ts,still image,,,"Italo-Ethiopian War, 1935-1936","Italian militaryMassawa, Eritrea",Postcards,,,,,ita,"Massawa, Eritrea",Image of Italian troops near a mess hall.
Lupa eretta dai soldati della divisione sila ad adua,fales_io_card000463,http://hdl.handle.net/2333.1/c866t49h,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military|Adwa, Ethiopia",Postcards,,,Rizzoli,"Milan, Italy",ita,"Adwa, Ethiopia",Statue of a wolf built by Italian soldiers who fought at Adwa.
Le camicie nere s'imbarcano a Napoli per L'A.O. ,fales_io_card000464,http://hdl.handle.net/2333.1/7h44j3td,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Blackshirts,Postcards,,,S.A. Instituto Editoriale Nazionale,"Milan, Italy",ita,,"Italian (Blackshirt) soldiers embarking on a ship for Naples, Italy."
La prima colonia agricola italiana all'Asmara,fales_io_card000465,http://hdl.handle.net/2333.1/3tx96101,still image,,,"Italo-Ethiopian War, 1895-1896 ",Italian colonialism,Postcards,,,Patriottica Editoriale,,ita,"Asmara, Eritrea",Italian agricultural colony in Eritrea in the 1890's.
Ras Mangascia ed i suoi seguaci,fales_io_card000466,http://hdl.handle.net/2333.1/02v6x0j2,still image,,,"Italo-Ethiopian War, 1895-1896 ","Mengesha, Ras|First Italo-Ethiopian War",Postcards,,,Patriottica Editoriale,,ita,,Ethiopian leader Ras Mengesha leading his troops.
Bersaglieri che catturano due spie Abissine,fales_io_card000467,http://hdl.handle.net/2333.1/v9s4n064,still image,,,"Italo-Ethiopian War, 1895-1896 ",Ethiopians|First Italo-Ethiopian War,Postcards,,,Patriottica Editoriale,,ita,Ethiopia,Two Italian soldiers capture two Ethiopian spies.
Le quattro navi del primo scaglione dei Cacciatori d'Africa,fales_io_card000468,http://hdl.handle.net/2333.1/qjq2bzm4,still image,,,"Italo-Ethiopian War, 1895-1896 ",Italian navy|First Italo-Ethiopian War,Postcards,,,Patriottica Editoriale,,ita,,Four Italian navy ships sailing for Africa.
Massaua - Palazzo del Governatore,fales_io_card000469,http://hdl.handle.net/2333.1/ksn02z2r,still image,,,"Italo-Ethiopian War, 1935-1936",Italian colonialism,Postcards,,,Patriottica Editoriale,,ita,"Massawa, Eritrea","Governor's palace in Massawa, Eritrea."
Ritorno a Cheren dopo la vittoria di Agordat,fales_io_card000470,http://hdl.handle.net/2333.1/g1jwsxj6,still image,,,"Italo-Ethiopian War, 1935-1936","Keren, Eritrea|Agordat, Eritrea|Italo-Ethiopian War",Postcards,,,Patriottica Editoriale,,ita,"Keren, Eritrea","Italian troops returning to Keren, Eritrea from a battle in Agordat."
La posta al campo,fales_io_card000471,http://hdl.handle.net/2333.1/b8gthx29,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|postal service,Postcards,,,Patriottica Editoriale,,ita,,Italian soldier on a bicycle delivering the mail.
La luga dei Cavalieri Galla,fales_io_card000472,http://hdl.handle.net/2333.1/6m905t84,still image,,,"Italo-Ethiopian War, 1895-1896 ",Ethiopian military|Oromo|First Italo-Ethiopian War,Postcards,,,Patriottica Editoriale,,ita,Ethiopia,Ethiopian (Oromo) calvary riding into battle.
Massaua - Posizione dei pezzi a dilesa del Forte Gherar,fales_io_card000473,http://hdl.handle.net/2333.1/2v6wwsss,still image,,,"Italo-Ethiopian War, 1895-1896 ","Italian military|Fort Gherar, Eritrea|Massawa, Eritrea",Postcards,,,Patriottica Editoriale,,ita,"Fort Gherar, Ethiopia|Massawa, Eritrea","Italian soldiers loading artillery at Fort Gherar, in Massawa, Eritrea."
Sbarco di truppe italiane a Massaua,fales_io_card000474,http://hdl.handle.net/2333.1/z34tmsfw,still image,,,"Italo-Ethiopian War, 1895-1896 ","Massawa, Eritrea",Postcards,,,Patriottica Editoriale,,ita,"Massaw, Eritrea","Italian troops landing in Massawa, Eritrea."
Napoli - Imbarco dei Volontari e dello Stato Maggiore,fales_io_card000475,http://hdl.handle.net/2333.1/tb2rbrw9,still image,,,"Italo-Ethiopian War, 1895-1896 ","Naples, Italy|Italian military",Postcards,,,Patriottica Editoriale,,ita,"Naples, Italy","Italian soldiers embarking on a ship in Naples, Italy."
La lerrovia Massawa-Saati - La stazione di Otumlo,fales_io_card000476,http://hdl.handle.net/2333.1/pk0p2rbx,still image,,,"Italo-Ethiopian War, 1895-1896 ","Otumlo, Eritrea| railroads",Postcards,,,Patriottica Editoriale,,ita,"Otumlo, Eritrea","A railroad station in Otumlo, Eritrea."
Una razzia della orde Abissine,fales_io_card000477,http://hdl.handle.net/2333.1/jsxksqtc,still image,,,"Italo-Ethiopian War, 1895-1896 ",Ethiopian military,Postcards,,,Patriottica Editoriale,,ita,Ethiopia,A raid by Ethiopian soldiers on horseback.
Untitled,fales_io_card000478,http://hdl.handle.net/2333.1/f1vhhqbh,still image,,,"Italo-Ethiopian War, 1935-1936",Askari,Postcards,,,,,ita,,Portrait of an Askaro.
Boun Natale,fales_io_card000479,http://hdl.handle.net/2333.1/9cnp5mj7,still image,,,Italy--Colonies--Africa,Religion,Postcards,,,,,ita,,African baby laying in a soldier's helmet with angels above.
Buon Natale,fales_io_card000480,http://hdl.handle.net/2333.1/5mkkwm26,still image,,,Italy--Colonies--Africa,Religion,Postcards,,,,,ita,,"African child following his mother, who is holding a box with toys."
Buon Natale,fales_io_card000481,http://hdl.handle.net/2333.1/1vhhmkhm,still image,,,Italy--Colonies--Africa,Religion,Postcards,,,,,ita,,Italian farmer giving a gift of grain(?) to a mother and child.
i segni indistruttibili della volonta e della potenza del Littorio romano,fales_io_card000482,http://hdl.handle.net/2333.1/x3ffbk4g,still image,,,"Italo-Ethiopian War, 1935-1936|Italy--Colonies--Africa",Italian colonialism,Postcards,,,,,ita,,Two Africans paying homage to a passing Italian military vehicle. Card has a quote from Mussolini about the indestructible will and power of the Roman Empire.
Armi e bandiere tolte al nemico nella battaglia di Agordat,fales_io_card000483,http://hdl.handle.net/2333.1/sbcc2jm4,still image,,,"Italo-Ethiopian War, 1895-1896 ",Italian military/Battle of Agordat,Postcards,,,,,ita,"Agordat, Eritrea","Display of weapons captured by the Italian military during the Battle of Agordat, Eritrea."
Il Generale Antonio Baldissera,fales_io_card000484,http://hdl.handle.net/2333.1/nk98sj3v,still image,,,"Italo-Ethiopian War, 1895-1896 ","First Italo-Ethiopian War|Baldissera, Antonio|Italian military",Postcards,,,Patriotica Editoriale,,ita,,Portrait of Italian general Antonio Baldissera.
Accampamento della brigata Baldissera,fales_io_card000485,http://hdl.handle.net/2333.1/ht76hhmr,still image,,,"Italo-Ethiopian War, 1895-1896 ","Baldissera, Antonio|Italian military",Postcards,,,Patriotica Editoriale,,ita,Eritrea,Italian military camp.
Untitled,fales_io_card000486,http://hdl.handle.net/2333.1/d51c5ds8,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (32nd Regiment),Postcards,,,,,ita,,Italian tanks driving across North Africa. 
La Battaglia di Sclara-el-Sciat,fales_io_card000487,http://hdl.handle.net/2333.1/8cz8wd95,still image,,,"Turco-Italian War, 1911-1912 ",Italian military (84 Infantry Regiment)|Battle of Sciara-El-Sciat|Turco-Italian War ,Postcards,,,Asonia,"Milan, Italy",ita,"Triploi, Libya","Scene form the Battle of Sciara-el-Scita in the Turco-Italian War, 1911-1912 ."
Untitled,fales_io_card000488,http://hdl.handle.net/2333.1/4mw6mcst,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Askari (Eritrean|Basci Buzuk Corps,Postcards,,,,,ita,Eritrea,Armed Askari at camp.
